ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,CYIELD,TEMPMAX,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
1,Evt-Esr (White),M8901KB,1,ACR 86 TZESR W,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3526.06,,50.25,165,97.5,,3,38.75,39.5,2.25,,,2,4.25,10.97,0.75,1.93,,,,,,,58.25,,,,,,,,,,,,
2,Evt-Esr (White),M8901KB,2,ACR 87 POOL16 SR,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3097.5,,49.75,152.5,82.5,,2.5,40,36.75,2.25,,,2,5.75,14.43,4.25,10.79,0.75,,,,,,60.5,,,,,,,,,,,,
3,Evt-Esr (White),M8901KB,3,ACR (2) 87 DMR-ESRW,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3500.27,,53,161.25,98.75,,2.75,40.5,38.75,2.25,,,2.5,3.75,9.52,2,5.01,,,,,,,56,,,,,,,,,,,,
4,Evt-Esr (White),M8901KB,4,ACR 8730 SR BC6,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3445.36,,49.25,155,85,,2.25,41,40,2.5,,,2.25,6,14.65,3,7.41,0.25,,,,,,55,,,,,,,,,,,,
5,Evt-Esr (White),M8901KB,5,BU-ESR W C12,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,2907.72,,53.25,153.75,87.5,,2.5,41.25,34.25,1.75,,,1.75,5.25,12.75,3.5,8.48,,,,,,,60.75,,,,,,,,,,,,
6,Evt-Esr (White),M8901KB,6,GUSAU 81 POOL-16,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3041.39,,50.75,156.25,85,,2.25,33.5,32.5,1.5,,,2,3.75,12.68,2.25,8.34,,,,,,,,,,,,,,,,,,,
7,Evt-Esr (White),M8901KB,7,LOCAL CHECK 1,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,2630.35,,49,158.75,77.5,,3.25,36.5,32.25,2,,,2.25,4.5,12.15,3.75,9.73,0.25,,,,,,56,,,,,,,,,,,,
8,Evt-Esr (White),M8901KB,8,LOCAL CHECK 2,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3148.65,,51,166.25,90,,3,37,38.75,2,,,2,4,10.72,0.5,1.49,,,,,,,63.25,,,,,,,,,,,,
9,Evt-E/Isr (Yellow),M8902KB,1,TZESR Y C3,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3938.01,,54.67,168.33,88.33,,2.67,31.67,33.33,2.33,,,2.67,4,13.43,3,9.66,,,,,,,50.5,,,,,,,,,,,,
10,Evt-E/Isr (Yellow),M8902KB,2,POOL16 SR SG Y,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,4362.69,,52.33,155,71.67,,2.67,35.33,33,2.67,,,2.67,4,14.53,4.33,13.99,0.67,,,,,,58.75,,,,,,,,,,,,
11,Evt-E/Isr (Yellow),M8902KB,3,DMR-ESRY,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,4620.75,,52,181.67,103.33,,2.67,34.67,32.33,2.33,,,2.67,3,10.25,1.67,5.6,0.33,,,,,,57.75,,,,,,,,,,,,
12,Evt-E/Isr (Yellow),M8902KB,4,BU-ESR W SG Y,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3308.79,,54.67,146.67,65,,2.67,30.33,29,1.67,,,1.67,2,5.71,1.67,8.21,,,,,,,56,,,,,,,,,,,,
13,Evt-E/Isr (Yellow),M8902KB,5,TZUT SR Y C3,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,4701.03,,55.67,175,83.33,,2.33,37.67,34,2,,,2,3.67,9.08,3.67,9.5,,,,,,,60.25,,,,,,,,,,,,
14,Evt-E/Isr (Yellow),M8902KB,6,EV 8766 SR,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3599.85,,55.33,158.33,76.67,,3,21.67,24.67,2.67,,,2,,,3,16.49,,,,,,,,,,,,,,,,,,,
15,Evt-E/Isr (Yellow),M8902KB,7,ACR 8731 SR BC6,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,3782.03,,53.33,180,90,,3,33.33,32,2.33,,,2,2.67,8.12,4.67,14.39,,,,,,,,,,,,,,,,,,,
16,Evt-E/Isr (Yellow),M8902KB,8,LOCAL CHECK 1,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,2965.15,,49.67,150,76.67,,2.67,28,25.33,2,,,2.33,2.33,10.07,7,24.86,0.33,,,,,,,,,,,,,,,,,,
17,Evt-E/Isr (Yellow),M8902KB,9,LOCAL CHECK 2,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1989,2717.06,,52.33,141.67,61.67,,2.67,27.33,24.67,2.67,,,2.67,4.67,15.4,2,9.52,0.33,,,,,,,,,,,,,,,,,,
18,International Hybrid Maize Trial (White),K9001FA,1,8321-18,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,4291.59,,65.5,207,96.75,,,42.75,33,,,,4.25,1.25,2.84,1,2.45,,,,,,,82.46,,2.3,,,,,,,,,,
19,International Hybrid Maize Trial (White),K9001FA,2,8321-21,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3394.48,,66.25,191.75,89.75,,,41.75,29.25,,,,11,0.25,0.58,2.25,5.47,,,,,,,82.95,,2.6,,,,,,,,,,
20,International Hybrid Maize Trial (White),K9001FA,3,8428-19,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3539.95,,66,192,91.25,,,43.75,32.5,,,,5.5,1.75,3.98,0.75,1.69,,,,,,,,,,,,,,,,,,,
21,International Hybrid Maize Trial (White),K9001FA,4,8516-12,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3564.2,,67.5,213.5,103.75,,,43.25,29,,,,12.5,2,4.66,1.5,3.45,,,,,,,,,,,,,,,,,,,
22,International Hybrid Maize Trial (White),K9001FA,5,8505-5,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,4097.62,,66,184,95.5,,,37.5,32.25,,,,8,0.5,1.43,2,5.49,,,,,,,,,,,,,,,,,,,
23,International Hybrid Maize Trial (White),K9001FA,6,8705-4,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3903.65,,67.25,182.75,81.5,,,43.5,33.25,,,,2.75,,,0.75,1.68,,,,,,,,,,,,,,,,,,,
24,International Hybrid Maize Trial (White),K9001FA,7,8705-6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3418.72,,66.5,192.5,92,,,41.5,28,,,,7.5,0.5,1.11,5.25,13.72,,,,,,,,,,,,,,,,,,,
25,International Hybrid Maize Trial (White),K9001FA,8,IKENNE 83 TZSR W-1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3709.68,,67,202.25,103.5,,,42.5,31.5,,,,5.5,1.25,2.94,4.5,10.43,,,,,,,69.75,,,,,,,,,,,,
26,International Hybrid Maize Trial (White),K9001FA,9,LOCAL CHECK 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,4049.12,,66.75,202.5,99.75,,,43.25,36.25,,,,9.5,1.5,3.42,0.25,0.58,,,,,,,69.25,,,,,,,,,,,,
27,International Hybrid Maize Trial (White),K9001FA,10,LOCAL CHECK 2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3685.43,,66.75,181.5,78.75,,,42.25,35.75,,,,16.25,0.25,0.58,1.25,2.89,,,,,,,61.67,,,,,,,,,,,,
28,International Hybrid Maize Trial (Yellow),K9002DI,1,8329-15,NIGERIA,STATION DE DI,,0.93,8.78,,1990,4154.72,,55,230.75,109.5,,,37.25,37.5,,,,,2.25,5.97,0.5,1.28,,,,,,,,,,,,,,,,,,,
29,International Hybrid Maize Trial (Yellow),K9002DI,2,8522-2,NIGERIA,STATION DE DI,,0.93,8.78,,1990,4555.3,,59,270,131,,,37.75,34.25,,,,,1.75,4.42,0.25,0.68,,,,,,,,,,,,,,,,,,,
30,International Hybrid Maize Trial (Yellow),K9002DI,3,8644-27,NIGERIA,STATION DE DI,,0.93,8.78,,1990,5407.37,,56.25,235,108.5,,,38.75,38,,,,,2.75,7.07,0.25,0.64,,,,,,,,,,,,,,,,,,,
31,International Hybrid Maize Trial (Yellow),K9002DI,4,8644-31,NIGERIA,STATION DE DI,,0.93,8.78,,1990,5063.42,,55.5,230,111.75,,,38.75,38.75,,,,,0.75,1.93,1.5,3.8,,,,,,,,,,,,,,,,,,,
32,International Hybrid Maize Trial (Yellow),K9002DI,5,8644-32,NIGERIA,STATION DE DI,,0.93,8.78,,1990,5010.84,,54.25,222,107,,,38.5,38.5,,,,,2,5.23,2.75,7.23,,,,,,,,,,,,,,,,,,,
33,International Hybrid Maize Trial (Yellow),K9002DI,6,ACR 85 TZSR Y-1,NIGERIA,STATION DE DI,,0.93,8.78,,1990,3801.47,,56.5,236.25,114.5,,,37.75,35.75,,,,,1.5,3.97,,,,,,,,,,,1,,,,,,,,,,
34,International Hybrid Maize Trial (Yellow),K9002DI,7,LOCAL CHECK 1,NIGERIA,STATION DE DI,,0.93,8.78,,1990,3958.39,,55.75,239.5,110.25,,,34,34,,,,,0.25,0.71,1,3.04,,,,,,,,,1,,,,,,,,,,
35,International Hybrid Maize Trial (Yellow),K9002DI,8,LOCAL CHECK 2,NIGERIA,STATION DE DI,,0.93,8.78,,1990,5045.24,,53.75,236.75,102,,,37.5,35.5,,,,,1.25,3.29,0.5,1.3,,,,,,,,,1,,,,,,,,,,
36,International Hybrid Maize Trial (Yellow),K9002FA,1,8329-15,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,1852.98,,73,141.25,54,,,39,26.5,,,,,1.5,3.71,0.25,0.61,,,,,,,,,,,,,,,,,,,
37,International Hybrid Maize Trial (Yellow),K9002FA,2,8522-2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3350.35,,74.75,175,81,,,40.75,37,,,,,1,2.45,,,,,,,,,,,,,,,,,,,,,
38,International Hybrid Maize Trial (Yellow),K9002FA,3,8644-27,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3253.82,,74.25,130.5,56.5,,,43.25,35,,,,,0.5,1.14,1,2.31,,,,,,,,,,,,,,,,,,,
39,International Hybrid Maize Trial (Yellow),K9002FA,4,8644-31,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3116.47,,71.5,150.25,64.25,,,38.75,36,,,,,2.75,7.03,2.75,7.21,,,,,,,,,,,,,,,,,,,
40,International Hybrid Maize Trial (Yellow),K9002FA,5,8644-32,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2450.41,,71.25,132.5,55,,,41.5,30.75,,,,0.5,2.75,6.73,2,4.95,,,,,,,,,,,,,,,,,,,
41,International Hybrid Maize Trial (Yellow),K9002FA,6,ACR 85 TZSR Y-1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,1871.24,,72.75,130.75,51.5,,,41.25,29.75,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,
42,International Hybrid Maize Trial (Yellow),K9002FA,7,LOCAL CHECK 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,1455.29,,76.75,133.75,53.5,,,32.5,22.75,,,,1,1.75,5.55,0.25,0.61,,,,,,,,,,,,,,,,,,,
43,International Hybrid Maize Trial (Yellow),K9002FA,8,LOCAL CHECK 2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,1915.62,,72,141,56.5,,,34.75,24.5,,,,1,1.75,5.35,0.25,0.66,,,,,,,,,,,,,,,,,,,
44,Evt-Isr (White),M9001FA,1,ACR 85 TZSR W-1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3352.03,,72.5,190.5,90.75,,,42.75,33,2.13,,,1.5,0.5,1.18,0.5,1.19,,,,,,,56,,2,,,,,,,,,,
45,Evt-Isr (White),M9001FA,2,MOKWA 87 TZPB SR,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2619.88,,74,195.25,89.25,,,42.25,26.5,2.38,,,2,,,2,4.65,,,,,,,63.75,,2,,,,,,,,,,
46,Evt-Isr (White),M9001FA,3,EV 8722 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2581.4,,70.75,176.25,78,,,42.25,29.5,2.38,,,2.25,,,0.75,1.72,,,,,,,63,,1,,,,,,,,,,
47,Evt-Isr (White),M9001FA,4,TZB SR BC5,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3285.91,,72,199.75,97.75,,,40,30.75,2.38,,,2.5,0.75,1.89,0.25,0.64,,,,,,,61.25,,1,,,,,,,,,,
48,Evt-Isr (White),M9001FA,5,TZB SR SE,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2273.3,,70.75,178.75,84,,,41,28.25,3,,,2.75,1.5,3.81,1.25,2.98,,,,,,,65,,1,,,,,,,,,,
49,Evt-Isr (White),M9001FA,6,TZ 8843-DMR SR,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3065.3,,71.5,202,89.25,,,38.5,29.75,2.13,,,3.25,,,1.75,4.33,,,,,,,64.5,,1,,,,,,,,,,
50,Evt-Isr (White),M9001FA,7,NDOCK 8701,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3221.64,,71.5,186.5,91.75,,,42,31,2.38,,,2.5,0.75,1.76,0.75,1.79,,,,,,,67.5,,2,,,,,,,,,,
51,Evt-Isr (White),M9001FA,8,GUSAU x G.POOL,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3509.89,,70,194.5,94,,,44,35.75,2,,,0.75,,,1.75,3.94,,,,,,,66.25,,1,,,,,,,,,,
52,Evt-Isr (White),M9001FA,9,OKOMASA,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2319.08,,71,194.5,90.75,,,42,26.5,2.38,,,2,,,0.5,1.18,,,,,,,64.75,,1,,,,,,,,,,
53,Evt-Isr (White),M9001FA,10,8321-18,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3195.77,,67.75,181.25,83.25,,,43.25,30.75,2.13,,,0.75,0.5,1.14,0.25,0.57,,,,,,,69.75,,3,,,,,,,,,,
54,Evt-Isr (White),M9001FA,11,GANDAJIKA 8022,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2993.16,,72.25,182.25,84.75,,,41.25,31.25,2.38,,,5.25,,,0.75,1.79,,,,,,,,,,,,,,,,,,,
55,Evt-Isr (White),M9001FA,12,LOCAL CHECK 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2559.03,,66.5,167.75,81.5,,,38.25,29.5,1.88,,,2.75,0.75,1.87,2,5.36,,,,,,,,,,,,,,,,,,,
56,Evt-Isr (White),M9001FA,13,LOCAL CHECK 2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3245.77,,72.75,187.5,83,,,38.5,30.5,2,,,3.5,0.5,1.23,1,2.53,,,,,,,,,,,,,,,,,,,
57,Evt-Isr (White),M9001VA,1,ACR 85 TZSR W-1,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5341.16,,66.5,194.25,95.25,,,,38.25,1,,,,0.25,0.58,2.5,5.58,,,,,,,51.5,,,,14.033,,,,,,,,37
58,Evt-Isr (White),M9001VA,2,MOKWA 87 TZPB SR,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5518.33,,68.25,199,92.5,,,,38.5,1.13,,,,0.25,0.56,3.25,7.19,,,,,,,50.5,,,,12.498,,,,,,,,39.75
59,Evt-Isr (White),M9001VA,3,EV 8722 SR BC6,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5869.85,,64,170.25,74.5,,,,40.25,1,,,,0.25,0.64,3,7.11,,,,,,,53.5,,,,16.798,,,,,,,,31.75
60,Evt-Isr (White),M9001VA,4,TZB SR BC5,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5798.79,,68.25,191.5,91.25,,,,41.5,1.13,,,,1,2.22,3,6.72,,,,,,,68.25,,,,20.95,,,,,,,,32.5
61,Evt-Isr (White),M9001VA,5,TZB SR SE,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4804.67,,65.5,181,82.25,,,,37.25,1.13,,,,2,5.48,3.5,8.72,,,,,,,67.25,,,,22.275,,,,,,,,32.75
62,Evt-Isr (White),M9001VA,6,TZ 8843-DMR SR,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5207.92,,65.5,186.25,81.75,,,,41.25,1,,,,2,5.55,2.75,6.53,,,,,,,69.25,,,,21.45,,,,,,,,37.5
63,Evt-Isr (White),M9001VA,7,NDOCK 8701,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5287.25,,66.25,180,81.75,,,,38,1.13,,,,0.5,1.18,3.75,8.54,,,,,,,67.25,,,,20.775,,,,,,,,35.5
64,Evt-Isr (White),M9001VA,8,GUSAU x G.POOL,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5163.6,,65.5,189.25,91.25,,,,41.25,1.25,,,,0.75,1.63,3,7.48,,,,,,,68,,,,21.575,,,,,,,,34.5
65,Evt-Isr (White),M9001VA,9,OKOMASA,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5719.49,,65.5,188.75,88.75,,,,40,1,,,,0.75,1.56,2.5,5.74,,,,,,,68.25,,,,19.9,,,,,,,,35
66,Evt-Isr (White),M9001VA,10,8321-18,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,6189.13,,64,177.75,82.25,,,,42,1,,,,2,4.6,0.25,0.58,,,,,,,68.25,,,,20.9,,,,,,,,36.5
67,Evt-Isr (White),M9001VA,11,GANDAJIKA 8022,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5292.64,,65.75,175.75,80,,,,38.5,1,,,,0.5,1.19,2,4.48,,,,,,,68,,,,21.7,,,,,,,,34
68,Evt-Isr (White),M9001VA,12,LOCAL CHECK 1,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4399.75,,62,167.5,78.75,,,,38.25,1.13,,,,1.75,4.36,2.5,6,,,,,,,68.5,,,,18.825,,,,,,,,30.75
69,Evt-Isr (White),M9001VA,13,LOCAL CHECK 2,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4904.62,,66.75,177.75,77,,,,37.75,1,,,,1.25,2.98,3,7.13,,,,,,,67.25,,,,21.975,,,,,,,,34.5
70,Evt-Lsr (Yellow),M9002FA,1,EV 8728 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,1939.7,,72.75,144.75,55.25,,,40.25,30.5,3.5,,,,3,7.5,,,,,,,,,61.5,,,,12.8,,,,,,,,39.5
71,Evt-Lsr (Yellow),M9002FA,2,SUWAN 1 SR BC5,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2036.69,,73,147.75,61.5,,,39.5,30.25,3.75,,,,1,2.35,,,,,,,,,63,,,,13.525,,,,,,,,39.5
72,Evt-Lsr (Yellow),M9002FA,3,TZB SR SG Y,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2909.55,,73,161.75,72.25,,,38.75,31.25,3,,,1.25,1.25,3.12,0.75,1.84,,,,,,,62,,,,13.75,,,,,,,,39.5
73,Evt-Lsr (Yellow),M9002FA,4,FERKE (1) 8128,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,678.9,,75.5,130.75,49,,,29.5,16.25,4.75,,,0.75,2.75,9.35,1,3.23,,,,,,,63.5,,,,15.9,,,,,,,,42.75
74,Evt-Lsr (Yellow),M9002FA,5,8644-31,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,1988.19,,72.5,137.75,56.5,,,38.25,30,3.5,,,0.25,0.25,0.61,1.75,4.07,,,,,,,64.25,,,,14.225,,,,,,,,43
75,Evt-Lsr (Yellow),M9002FA,6,LOCAL CHECK 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2448.87,,67.75,153.75,73.25,,,41.5,36.5,3.13,,,1.5,0.5,1.16,4,9.78,,,,,,,61.5,,,,13.625,,,,,,,,42
76,Evt-Lsr (Yellow),M9002FA,7,LOCAL CHECK 2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,1357.79,,76.75,137.5,58.5,,,37.5,26.25,4.75,,,,1.75,4.6,1.25,3.49,,,,,,,63.5,,,,14.35,,,,,,,,41
77,Evt-Lsr (Yellow),M9002VA,1,EV 8728 SR BC6,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5755.72,,61.75,186.5,90.25,,,41.25,38.5,1.13,,,,2.25,5.21,2.75,7.06,,,,,,,63.5,,,,22.55,,,,,,,,28
78,Evt-Lsr (Yellow),M9002VA,2,SUWAN 1 SR BC5,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5464.16,,64,192.75,88.75,,,36.25,31.75,1,,,,0.75,2.18,3.25,8.64,,,,,,,57,,,,11.875,,,,,,,,40.25
79,Evt-Lsr (Yellow),M9002VA,3,TZB SR SG Y,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5833.82,,65,185.5,87.25,,,39.75,36.25,1.13,,,,0.5,1.14,3.5,8.69,,,,,,,59.5,,,,11.45,,,,,,,,38
80,Evt-Lsr (Yellow),M9002VA,4,FERKE (1) 8128,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5416.18,,62.5,183.5,85.5,,,37,36.75,1,,,,1,2.58,1.5,3.93,,,,,,,57.75,,,,11.175,,,,,,,,38
81,Evt-Lsr (Yellow),M9002VA,5,8644-31,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5620.45,,63.5,171.25,80.25,,,35,33.25,1,,,,,,3.75,11.39,,,,,,,61.25,,,,14,,,,,,,,37.75
82,Evt-Lsr (Yellow),M9002VA,6,LOCAL CHECK 1,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,4298.6,,61,176.75,85.25,,,36.75,32.5,1.25,,,,1.25,3.58,4.25,11.13,,,,,,,60.25,,,,13.625,,,,,,,,41.5
83,Evt-Lsr (Yellow),M9002VA,7,LOCAL CHECK 2,NIGERIA,VALLEE DU KOU,,-4.33,10.33,Moist Savanna,1990,5200.91,,65.5,185,85.25,,,33.75,32.25,1.25,,,,1,3.04,2.5,7.14,,,,,,,61.5,,,,15,,,,,,,,42.5
84,Evt-Isr (White),M9003FA,1,ACR 87 TZUT SR W,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2686.5,,68.25,200.5,92.25,,,41.25,30.25,2.38,,,1.5,,,0.75,1.77,,,,,,,59,,,,12.125,,,,,,,,42.25
85,Evt-Isr (White),M9003FA,2,EV 8444 SR BC4,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3851.68,,66,184,88,,,42.25,34,2.25,,,12.25,0.75,1.79,2,4.76,,,,,,,59.75,,,,13.625,,,,,,,,40
86,Evt-Isr (White),M9003FA,3,EV 8749 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2333,,67.75,150.5,60.5,,,42,35.25,2.5,,,1.5,0.5,1.22,0.25,0.6,,,,,,,62.25,,1.25,,9.675,,,,,,,,37.75
87,Evt-Isr (White),M9003FA,4,EV 8762 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3001.35,,71.5,166.5,75,,,38.5,28,2.75,,,5.5,1.25,3.2,0.75,1.76,,,,,,,59.75,,,,10.025,,,,,,,,40.75
88,Evt-Isr (White),M9003FA,5,EV 8766 SR BC6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2158.83,,67.75,182.25,81.25,,,38.25,29.5,2.63,,,1.5,0.75,1.96,1.5,3.91,,,,,,,73.5,,,,15.5,,,,,,,,36.5
89,Evt-Isr (White),M9003FA,6,TZUT SR W SG Y,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3802.65,,67.75,198,95.25,,,43.5,34,2,,,6.75,,,1,2.26,,,,,,,70.5,,,,14.4,,,,,,,,39.5
90,Evt-Isr (White),M9003FA,7,IKENNE (1) 8149,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2974.28,,66.25,162.25,70.75,,,43,33.5,2.13,,,2.5,,,1.75,4.03,,,,,,,71,,,,14.6,,,,,,,,37
91,Evt-Isr (White),M9003FA,8,LOCAL CHECK 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,3450.19,,64.5,188.25,98,,,43.5,35.75,1.75,,,6.25,1,2.35,4,9.15,,,,,,,75,,,,14.875,,,,,,,,32.5
92,Evt-Isr (White),M9003FA,9,LOCAL CHECK 2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,1990,2716.62,,75,177.75,81,,,38.25,28.25,2.25,,,3,,,1.5,3.67,,,,,,,69,,,,14.775,,,,,,,,36
93,Evt-Isr (White),M9003KB,1,ACR 87 TZUT SR W,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,2528.43,,,156.25,85,,,25,24.5,,,,,2.5,,3.25,,,,,,,,78.5,,,,8.85,,,,,,,,21.5
94,Evt-Isr (White),M9003KB,2,EV 8444 SR BC4,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,1695.64,,,147.5,81.25,,,19,19,,,,,3.25,,1.25,,,,,,,,77,,,,10.1,,,,,,,,21
95,Evt-Isr (White),M9003KB,3,EV 8749 SR BC6,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,1418.21,,,145,62.5,,,17.5,18.5,,,,,2.75,,1.5,,,,,,,,77.5,,,,10.6,,,,,,,,22
96,Evt-Isr (White),M9003KB,4,EV 8762 SR BC6,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,1349.08,,,152.5,82.5,,,15.75,15.5,,,,,1,,2,,,,,,,,80,,,,11,,,,,,,,22
97,Evt-Isr (White),M9003KB,5,EV 8766 SR BC6,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,2785.94,,,172.5,93.75,,,21.5,21.25,,,,,2.75,,2.5,,,,,,,,77,,,,11.4,,,,,,,,20.5
98,Evt-Isr (White),M9003KB,6,TZUT SR W SG Y,NIGERIA,KAMBOINSE,,-1.55,12.5,Dry Savanna,1990,2239.85,,,173.75,88.75,,,29.5,29.5,,,,,1.5,,1.75,,,,,,,,80.5,,,,8.8,,,,,,,,18.5
