ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,CYIELD,TEMPMAX,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
644,Evt-Isr (White),M0101FA,11,Acr 97 TZL Comp.1-W,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2651.09,,68.75,177.5,76.75,2.75,3.25,43,24.25,3.25,2.98,,0.3,0.8,,1.3,,,1,2.3,,,,66,,0.3,,22,,,,,,,,44
645,Evt-Isr (White),M0101FA,12,CMS 8501,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2105.83,,71.25,198.5,93.75,5.25,3,41,17.75,3.75,2.4,,1.3,0.8,,0.8,,,1,2.3,,,,66,,,,23,,,,,,,,42
646,Evt-Isr (White),M0101FA,13,Oba Super 1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3098.81,,69.5,155,59.5,3,3.25,41,25.25,2.5,3.63,,1.3,,,,,,1,3,,,,67,,,,25,,,,,,,,43
647,Evt-Isr (White),M0101FA,14,Check,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,1806.46,,69.75,163,68.25,2,3.25,31.5,14,3.5,2.08,,2.5,1,,0.5,,,1,2.3,,,,68,,,,24,,,,,,,,35
648,Evt-Lsr (Yellow),M0102,1,AK.9528-DMRSR,NIGERIA,FARAKA BA,,-4.33,11.1,Moist Savanna,2001,2164.71,,69,176,82,2.5,3.25,39.75,23,3,2.55,,3,,,,,,,2,,,,67,,,,26,,,,,,,,42
649,Evt-Lsr (Yellow),M0102,2,IK.91 TZL Comp.3-Y C1,NIGERIA,FARAKA BA,,-4.33,11.1,Moist Savanna,2001,2208.35,,66.75,161.75,81.75,2.25,2.75,37.5,22.5,2.75,2.48,,2.8,0.5,,0.5,,,,2,,,,65,,,,22,,,,,,,,41
650,Evt-Lsr (Yellow),M0102,3,Acr.91 Suwan 1-SR C1,NIGERIA,FARAKA BA,,-4.33,11.1,Moist Savanna,2001,3073,,59.75,161,81.25,0.25,2.75,39.5,32,1.5,3.15,,2.8,2.3,,0.5,,,,2,,,,60,,,,15,,,,,,,,43
651,Evt-Lsr (Yellow),M0102,4,TZB-SR SGY,NIGERIA,FARAKA BA,,-4.33,11.1,Moist Savanna,2001,1976.36,,69,159.75,83.25,2.75,2.75,38.75,17.75,3.25,2.33,,3.5,1.3,,0.3,,,,2.3,,,,66,,,,26,,,,,,,,41
652,Evt-Lsr (Yellow),M0102,5,Ikenne 88 TZSR-Y-1,NIGERIA,FARAKA BA,,-4.33,11.1,Moist Savanna,2001,1997.18,,70.75,149.5,82.25,5.25,3.25,41.25,25,2.75,2.38,,3.3,,,0.3,,,,2.3,,,,66,,,,26,,,,,,,,43
653,Evt-Lsr (Yellow),M0102,6,Oba Super 2,NIGERIA,FARAKA BA,,-4.33,11.1,Moist Savanna,2001,1877.72,,65.75,164.5,84.25,3,2.75,38.75,19.25,2.75,2.08,,2,1.3,,1,,,,2,,,,63,,,,21,,,,,,,,44
654,Evt-Lsr (Yellow),M0102,7,Check,NIGERIA,FARAKA BA,,-4.33,11.1,Moist Savanna,2001,1289.02,,64.5,142,77,3.25,3.5,37.5,15.75,3.75,1.33,,1,1.5,,,,,,2.3,,,,61,,,,15,,,,,,,,39
655,Evt-Isr,M0103,1,Sin.93 TZUTSR-W,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,769.75,,72.25,141,61,2.75,4.5,34.75,9.25,4.25,0.88,,1.8,1.3,,0.5,,,,2.5,,,,70,,,,23,,,,,,,,43
656,Evt-Isr,M0103,2,TZUTSR-W C8,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,1009.47,,71.25,150,66.5,3.25,3.25,35.75,11,4.25,1.08,,0.8,0.5,,0.5,,,,2.8,,,,68,,,,18,,,,,,,,39
657,Evt-Isr,M0103,3,Sin.9449-SR,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,721.28,,71.5,120.25,54,2.5,4.75,33,6.25,4.75,0.78,,0.8,1.3,,0.5,,,,2.3,,,,69,,,,18,,,,,,,,42
658,Evt-Isr,M0103,4,EV-IWD STR C1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,780.44,,72.5,138,62,3.5,4,36,10.75,4.25,0.95,,1.3,0.8,,,,,,2,,,,69,,,,28,,,,,,,,42
659,Evt-Isr,M0103,5,EV-IWF STR C1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,1245.97,,67.25,133.5,65.5,3.75,3,34.25,13,3.5,1.4,,2.8,1.8,,0.5,,,,2.3,,,,64,,,,22,,,,,,,,39
660,Evt-Isr,M0103,6,Acr 9449-SR,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,587.39,,66.5,107.5,44.25,4,4.25,29.25,8.25,4.25,0.6,,0.5,2.8,,0.5,,,,2.3,,,,63,,,,14,,,,,,,,35
661,Evt-Isr,M0103,7,TZBR Syn-Y C1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,1370.91,,72.5,138.25,69.75,3.25,2.25,38.5,14.5,3.5,1.5,,2.5,0.5,,0.3,,,,2,,,,69,,,,20,,,,,,,,42
662,Evt-Isr,M0103,8,Check,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,953.88,,71,136.75,70.5,6.75,3.75,37.75,13,4,1,,1.5,1.5,,0.3,,,,2.3,,,,64,,,,16,,,,,,,,40
663,Hybrid Maize Trial (White),M0106,1,9712-13,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3059.91,,65.5,202.25,96.75,2.75,2.75,42.25,25.75,2.75,3.43,,1,0.8,,,,,,2.8,,,,63,,,,22,,,,,,,,44
664,Hybrid Maize Trial (White),M0106,2,9705-89,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2529.68,,68.5,161.25,67,4.75,3.5,39,23,3.5,3.08,,0.3,1.8,,,,,,3.5,,,,64,,,,28,,,,,,,,42
665,Hybrid Maize Trial (White),M0106,3,9916-8,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3773.52,,64.25,141,60.75,2.5,3.25,37.75,24.5,2.5,4.2,,,0.3,,,,,,2.5,,,,62,,,,21,,,,,,,,41
666,Hybrid Maize Trial (White),M0106,4,9916-11,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2926.61,,67.25,139.5,57.5,3.5,3,38.75,25.5,3.25,3.3,,0.5,0.3,,,,,,2.8,,,,64,,,,23,,,,,,,,41
667,Hybrid Maize Trial (White),M0106,5,9916-12,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3360.93,,68.5,155.25,65.5,2.75,3.25,39.75,25.25,3,3.93,,,,,,,,,2.3,,,,66,,,,25,,,,,,,,43
668,Hybrid Maize Trial (White),M0106,6,2016-1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2043.47,,70.25,137.75,52.75,3.25,3.5,34.25,21,3.25,2.33,,,0.3,,,,,,2,,,,67,,,,23,,,,,,,,41
669,Hybrid Maize Trial (White),M0106,7,2016-8,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3248.43,,66,170.75,75,2.75,3,42,29,2,3.65,,1.5,0.8,,,,,,3.3,,,,63,,,,22,,,,,,,,44
670,Hybrid Maize Trial (White),M0106,8,2016-10,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2757.68,,70.5,176.5,75.75,2.75,3,39.25,18.75,3,3.2,,1.8,0.5,,,,,,2.3,,,,68,,,,24,,,,,,,,42
671,Hybrid Maize Trial (White),M0106,9,2016-4,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3029.67,,65.75,161.25,70.5,3.25,3.25,38,24.75,2.75,3.43,,1,0.3,,,,,,4.5,,,,63,,,,23,,,,,,,,41
672,Hybrid Maize Trial (White),M0106,10,2016-6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2132.93,,67.75,161.75,68.75,6,3.25,38.5,20.5,3,2.45,,,0.8,,,,,,2.8,,,,62,,,,24,,,,,,,,39
673,Hybrid Maize Trial (White),M0106,11,Oba Super 1(RE),NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3103.18,,68.75,153,65.75,4,3.5,36.5,21.75,2.75,3.48,,0.3,,,,,,,4,,,,65,,,,22,,,,,,,,41
674,Hybrid Maize Trial (White),M0106,12,TZL Comp.4 C1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2005.31,,69.75,174,80.25,2.75,3,38,21.75,2.75,2.25,,0.3,1.5,,,,,,2.3,,,,67,,,,22,,,,,,,,42
675,Hybrid Maize Trial (White),M0106,13,CHL103; 87036xEXP124,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2264.31,,71,189.5,91.5,3,3.5,35.75,15.5,3.5,2.63,,,3.3,,,,,,1.8,,,,68,,,,24,,,,,,,,39
676,Hybrid Maize Trial (White),M0106,14,Check,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,1600.28,,68.5,164.25,75.75,5,3.5,25.5,18,4.25,1.78,,2,-0.3,,,,,,3.3,,,,64,,,,21,,,,,,,,28
677,Hybrid Maize Trial (Yellow),M0107,1,9903-2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3023.54,,65.75,172.75,75,4.5,3.25,37,26,2.75,3.3,,1.3,0.5,,,,,,2.5,,,,61,,,,20,,,,,,,,38
678,Hybrid Maize Trial (Yellow),M0107,2,9903-3,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3446.96,,64,178.75,89.5,4,3.25,42.25,36.5,2.5,3.8,,0.3,0.3,,0.5,,,,2.3,,,,60,,,,21,,,,,,,,43
679,Hybrid Maize Trial (Yellow),M0107,3,2016-3,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,4147.16,,65.25,184.75,91.75,5,3,39.25,31.75,2.5,5.08,,0.5,0.3,,,,,,2,,,,60,,,,28,,,,,,,,42
680,Hybrid Maize Trial (Yellow),M0107,4,2006-6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3373.25,,65,170,83.75,3.5,3,38.5,33.5,2.5,3.73,,,1,,,,,,2.5,,,,62,,,,21,,,,,,,,43
681,Hybrid Maize Trial (Yellow),M0107,5,2006-7,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3567.45,,66.25,157,70.25,7.25,3.5,42,31.25,2.75,4.05,,,,,,,,,2,,,,59,,,,23,,,,,,,,42
682,Hybrid Maize Trial (Yellow),M0107,6,2006-34,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,4406.63,,62.25,194.5,99.5,3.75,3,41.75,35.25,2,5.08,,0.3,,,1,,,,2,,,,59,,,,24,,,,,,,,43
683,Hybrid Maize Trial (Yellow),M0107,7,2006-48,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,4217.82,,62.75,179,96.25,3,2.75,38,32.25,2.25,5.05,,0.3,1.8,,,,,,2,,,,60,,,,27,,,,,,,,40
684,Hybrid Maize Trial (Yellow),M0107,8,Oba Super 2 (RE),NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2822.69,,65,168.5,61.75,2.25,3.75,38.25,23.75,3.25,3.38,,0.3,,,1.3,,,,2,,,,63,,,,27,,,,,,,,42
685,Hybrid Maize Trial (Yellow),M0107,9,Ikenne TZSR-Y-1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2749.1,,66.25,178,84.5,4.5,3.75,41.5,25,3.5,3.13,,2.8,0.3,,0.8,,,,3,,,,62,,,,23,,,,,,,,43
686,Hybrid Maize Trial (Yellow),M0107,10,Check,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3187.81,,65.75,181.5,88.25,4,3.5,42.25,29.25,3,3.88,,1.5,0.5,,1,,,,3.5,,,,62,,,,28,,,,,,,,44
687,Mid-Altitude Inbred Line Trial,M0109,1,2025459*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,264.43,,80,122.5,66,6.5,4.5,26.5,8,3,0.33,,,8.5,,,,,,2,,,,74,,,,30,,,,,,,,37
688,Mid-Altitude Inbred Line Trial,M0109,2,2025460*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,670.79,,73,132,58,2.5,4.5,31,15,4.5,0.67,,,10,,,,,,3.5,,,,71,,,,12,,,,,,,,40
689,Mid-Altitude Inbred Line Trial,M0109,3,9920021,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,106.23,,77,90,42,6,4.5,8,5,5,0.11,,,4,,,,,,3.5,,,,71,,,,18,,,,,,,,37
690,Mid-Altitude Inbred Line Trial,M0109,4,2025464*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,56.46,,78.5,81.5,33,3.5,5,13.5,3.5,5,0.06,,,1.5,,,,,,3,,,,75,,,,18,,,,,,,,33
691,Mid-Altitude Inbred Line Trial,M0109,5,2025467*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,281.28,,71.5,95,39.5,2.5,4,30,10.5,3.5,0.29,,,7,,,,,,3,,,,69,,,,15,,,,,,,,36
692,Mid-Altitude Inbred Line Trial,M0109,6,2025468*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,379.27,,73,101.5,44.5,3.5,5,29.5,15.5,5,0.4,,,9,,,,,,4,,,,70,,,,17,,,,,,,,40
693,Mid-Altitude Inbred Line Trial,M0109,7,2025469*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,85.09,,84.5,76,32,11,5,14,3.5,4.5,0.09,,,3.5,,,,,,3,,,,74,,,,18,,,,,,,,26
694,Mid-Altitude Inbred Line Trial,M0109,8,2025471*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,142.39,,77,105,47.5,5.5,5,20,5,4,0.15,,,3,,,,,,2,,,,72,,,,17,,,,,,,,39
695,Mid-Altitude Inbred Line Trial,M0109,9,9920038,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,290.64,,79.5,121,59.5,5.5,4,16,9,4,0.31,,,6.5,,,,,,3,,,,74,,,,19,,,,,,,,35
696,Mid-Altitude Inbred Line Trial,M0109,10,9920039,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,37.12,,79.5,89,38.5,8,5,17.5,1.5,5,0.04,,,7.5,,,,,,3.5,,,,72,,,,18,,,,,,,,32
697,Mid-Altitude Inbred Line Trial,M0109,11,2025475*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,188.38,,78,95,48,5,4.5,24.5,9.5,5,0.2,,,3.5,,,,,,3.5,,,,73,,,,17,,,,,,,,42
698,Mid-Altitude Inbred Line Trial,M0109,12,2025477*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,391.1,,74.5,98.5,42,4,5,34.5,9.5,3.5,0.4,,,2.5,,,,,,3,,,,71,,,,14,,,,,,,,42
699,Mid-Altitude Inbred Line Trial,M0109,13,2025479*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,289.99,,67,86,37,-3,3,19.5,11.5,4,0.32,,,7.5,,,,,,2,,,,70,,,,20,,,,,,,,24
700,Mid-Altitude Inbred Line Trial,M0109,14,2025480*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,448.41,,72.5,101,42,3.5,3.5,30,17.5,4,0.5,,,16,,,,,,4.5,,,,69,,,,21,,,,,,,,39
701,Mid-Altitude Inbred Line Trial,M0109,15,2025481*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,141.44,,77,82.5,38,7.5,5,23.5,7.5,4.5,0.15,,,5.5,,,,,,2,,,,70,,,,18,,,,,,,,41
702,Mid-Altitude Inbred Line Trial,M0109,16,2025482*,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,122.67,,80.5,63.5,26,7.5,5,24,7.5,4.5,0.13,,,5,,,,,,3.5,,,,73,,,,17,,,,,,,,37
703,Mid-Altitude Inbred Line Trial,M0109,17,TZMI102,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,84.32,,86,117.5,47,13,5,22,3,5,0.09,,,1.5,,,,,,3.5,,,,73,,,,18,,,,,,,,36
704,Mid-Altitude Inbred Line Trial,M0109,18,TZM1407,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,279.19,,72.5,110.5,60.5,3.5,4,30,10,3.5,0.28,,,15,,,,,,2.5,,,,69,,,,13,,,,,,,,39
705,Mid-Altitude Inbred Line Trial,M0109,19,TZM1501,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,298.19,,73.5,128,64.5,4.5,3.5,42.5,15,4,0.33,,,23,,,,,,2,,,,69,,,,21,,,,,,,,44
706,Mid-Altitude Inbred Line Trial,M0109,20,Check,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,286.2,,76.5,87.5,42.5,4,5,29,12,4,0.28,,,5.5,,,,,,3.5,,,,73,,,,11,,,,,,,,38
707,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,1,A9801-10,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3683.03,,62.25,170.25,79.25,2.25,2.5,43.5,29.5,3,4.23,,2.3,0.5,,,,,,2,,,,60,,,,24,,,,,,,,44
708,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,2,A9801-11,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3515.42,,65.75,178.75,80.5,2.75,2.5,39,23.75,2.25,3.9,,0.8,,,0.3,,,,2.5,,,,63,,,,21,,,,,,,,40
709,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,3,A9802-30,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,5259.61,,62.75,180.5,85.5,3.25,2,40,34.25,1.25,5.93,,0.5,0.3,,0.3,,,,2,,,,60,,,,22,,,,,,,,40
710,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,4,A9803-2,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2149.9,,69,167.75,72.25,4.25,3.5,38.5,21.25,3.5,2.43,,2,,,0.5,,,,2.8,,,,65,,,,22,,,,,,,,41
711,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,5,A9803-6,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3619.25,,64,176.75,81.5,2.25,2,41.5,29.75,2.5,4,,3.5,,,,,,,2,,,,62,,,,21,,,,,,,,43
712,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,6,A9803-9,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,4129.19,,63.25,179.25,82.75,2.25,2.25,42.25,31.25,2.5,4.43,,1.5,,,,,,,3.3,,,,61,,,,18,,,,,,,,44
713,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,7,A9803-15,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3368.92,,64.75,179,92,2.75,3,40.25,30.25,3.25,3.7,,1.3,,,,,,,2.5,,,,62,,,,20,,,,,,,,40
714,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,8,9011-30,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2943.78,,62.5,196,96,2.25,3.5,44.5,26.25,3.5,3.23,,1.3,,,0.3,,,,2.3,,,,60,,,,20,,,,,,,,45
715,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,9,STREVIWD,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3784.27,,64.25,174,86,3,2.75,43.25,32.5,3,4.23,,3,,,,,,,2,,,,61,,,,22,,,,,,,,44
716,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,10,TZLCOMP3x4C1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3153.7,,66.25,187.25,94.5,2.25,3,41.75,26.5,3,3.43,,1,,,,,,,2,,,,64,,,,19,,,,,,,,43
717,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,11,TZLCOMP4C1,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2925.04,,67.5,194.75,91.25,2.5,3,40.75,24.75,3.5,3.33,,1.5,0.3,,,,,,2.5,,,,65,,,,23,,,,,,,,42
718,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,12,STREVIWF,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3770.55,,60.5,169,88.75,2,2.25,42.5,34.75,2.5,4.1,,3.3,,,,,,,1.8,,,,59,,,,19,,,,,,,,44
719,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,13,Oba Super I,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,3996.24,,65.25,178.5,79.5,3.25,2.75,42,31.75,2.25,4.4,,1,,,0.5,,,,2.8,,,,62,,,,20,,,,,,,,42
720,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,14,Oba Super II,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2581.77,,65,162,77.5,3.25,3.25,44.25,27.5,3.5,2.78,,3.3,0.3,,,,,,2,,,,62,,,,18,,,,,,,,44
721,Late/Int. Drought Tol.Opv & Hybrid Trial,M0114,15,Check,NIGERIA,LOKOJADP,,-4.33,11.1,Moist Savanna,2001,2924.61,,63.5,184,93.5,2.75,2.75,43.25,26.25,3.25,3.2,,3,0.8,,1,,,,2,,,,61,,,,20,,,,,,,,45
722,Evt-Isr (White),M0201FA,1,Acr 96 DMR-LSR-W,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4207,,61.25,220,121,1.5,2.3,42,40,3.4,,,0.8,0.5,,0.8,,0.3,2,2,,,,60,,,,18.4,,,,,,,,44
723,Evt-Isr (White),M0201FA,2,Acr. 99 TZL Comp. 4 DMRSR,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,3946,,61.75,205,104,2,2,42,37,3,,,1.5,2.5,,2,,0.3,2,1.5,,,,60,,0.3,,16.6,,,,,,,,43
724,Evt-Isr (White),M0201FA,3,S9325-SR,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4489,,57.5,206,110,1.8,2,43,37,2.3,,,1,3.3,,3,,0.3,2.8,2.5,,,,56,,0.3,,19.7,,,,,,,,43
725,Evt-Isr (White),M0201FA,4,Acr. 9943-DMRSR,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,3954,,60.5,227,123,2,2.3,42,35,2.9,,,2.5,2.3,,0.8,,1,1.8,1.5,,,,59,,0.3,,19.8,,,,,,,,43
726,Evt-Isr (White),M0201FA,5,TZL Comp. 5 C0,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4298,,60.25,213,110,2,2.3,44,39,3.3,,,1,2.5,,0.8,,0.8,2.3,1.5,,,,58,,,,18.4,,,,,,,,44
727,Evt-Isr (White),M0201FA,6,Acr. 9922-DMRSR,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4013,,60,201,105,1.8,2.8,42,32,3.3,,,2.5,4.8,,2,,0.3,2.3,1.5,,,,58,,,,19.6,,,,,,,,43
728,Evt-Isr (White),M0201FA,7,TZL Comp. 4 C2,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5080,,60.25,227,120,1.3,2.3,42,38,2.9,,,0.8,1.3,,2,,0.3,1.8,1.8,,,,59,,,,21.2,,,,,,,,44
729,Evt-Isr (White),M0201FA,8,Acr 97 TZL Comp. 4 C2,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5593,,60.25,229,127,1,2,42,39,2.4,,,0.3,0.3,,1.8,,0.3,2.3,1.5,,,,59,,,,20.3,,,,,,,,43
730,Evt-Isr (White),M0201FA,9,TZL Comp. 3 C2,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,6288,,58.25,226,123,1.8,1.8,43,40,2.4,,,1.8,0.3,,1.8,,0.3,2.3,1.3,,,,57,,,,19.6,,,,,,,,42
731,Evt-Isr (White),M0201FA,10,Ama TZBR-W C1,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5185,,60.5,219,122,2,2.8,42,38,2.8,,,1.3,0.8,,0.8,,0.3,2.8,1.8,,,,59,,,,19.7,,,,,,,,43
732,Evt-Isr (White),M0201FA,11,Acr 97 TZL Comp. 1-W,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5161,,59.5,223,126,1.5,2.5,43,35,2.6,,,1.8,,,2.5,,,3,1.5,,,,58,,,,20.3,,,,,,,,44
733,Evt-Isr (White),M0201FA,12,CMS 8501,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4485,,61.5,237,132,1.8,2.8,43,31,3,,,1,1.5,,2.5,,0.3,2.3,2.3,,,,60,,,,20.3,,,,,,,,44
734,Evt-Isr (White),M0201FA,13,Oba Super 1,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,4871,,61.25,212,110,2.3,2.3,44,42,2.6,,,,3.3,,1.3,,,3,1.5,,,,59,,,,20.1,,,,,,,,44
735,Evt-Isr (White),M0201FA,14,Check,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5369,,59.25,223,118,2,1.5,43,40,2.9,,,3.3,1,,1.8,,0.5,2.8,2.5,,,,57,,,,18.6,,,,,,,,44
736,Evt-Lsr (Yellow),M0202FA,1,Acr. 9928-DMRSR,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5237,,60.75,234,118,2,1.8,40,41,2.5,,,2.5,2.3,,0.5,,0.8,1,1.3,,,,59,,1,,20.1,,,,,,,,40
737,Evt-Lsr (Yellow),M0202FA,2,Ik. 91 TZL Comp. 3-Y C1,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5791,,58.75,218,120,2,1.8,41,38,1.8,,,2,3.5,,0.3,,0.3,1.3,1,,,,57,,,,19.3,,,,,,,,41
738,Evt-Lsr (Yellow),M0202FA,3,Acr. 91 Suwan 1-SR C1,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5609,,55.5,197,98,1,1.8,40,42,2.3,,,1,4.3,,1.3,,,1,1,,,,55,,,,18.6,,,,,,,,41
739,Evt-Lsr (Yellow),M0202FA,4,TZB-SR SGY,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5000,,62.75,217,115,2.3,2,41,40,2.9,,,3.8,4,,1.3,,1,1.3,1.5,,,,61,,0.5,,19.4,,,,,,,,42
740,Evt-Lsr (Yellow),M0202FA,5,DTSR-Y,NIGERIA,FARAKO-BA,,-4.33,11.1,Moist Savanna,2002,5600,,55.25,213,117,2.3,1.5,41,43,2.1,,,2.5,3.3,,1.5,,0.3,2,1.5,,,,53,,0.8,,19.1,,,,,,,,42
